,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other
1,Agossa2014,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,cement,49.34210526,10.69882498,0.618002687,97.4025974,bendiocarb,1,152,0,26,145,77,75,20,73,,,,,,,
2,Agossa2014,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,cement,-20.54794521,-6.856702619,10.03521127,7.954545455,bendiocarb,2,73,0,14,71,88,7,12,77,,,,,,,
3,Agossa2014,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,cement,50,5,-4.918032787,4.347826087,bendiocarb,6,138,0,18,122,69,3,12,64,,,,,,,
4,Akogbeto2010,Anophelesgambiae,bendiocarb,0.2,WestAfrica,Benin,cement,3.225806452,10.57692308,1.833333333,81.05555556,bendiocarb,1,62,2,10,20,60,49,15,19,,,,,,,
5,Akogbeto2010,Anophelesgambiae,bendiocarb,0.2,WestAfrica,Benin,cement,34.24657534,8.176100629,-6.458333333,80.72183099,bendiocarb,2,73,2,20,10,48,39,16,7,,,,,,,
6,Akogbeto2010,Anophelesgambiae,bendiocarb,0.2,WestAfrica,Benin,cement,1.369863014,47.81454248,-1.388888889,76.82539683,bendiocarb,3,73,3,5,8,72,56,37,8,,,,,,,
7,Akogbeto2010,Anophelesgambiae,bendiocarb,0.2,WestAfrica,Benin,cement,6.12244898,35.32608696,-6.52173913,44.42344045,bendiocarb,4,49,3,21,5,46,22,29,5,,,,,,,
8,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,90.90909091,45,-29.41176471,100,bendiocarb,0.25,22,2,2,17,2,2,1,2,,,,,,,
9,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,53.57142857,3.076923077,0.591715976,76.92307692,bendiocarb,0.75,28,0,8,26,13,10,4,12,,,,,,,
10,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,87.17948718,46.20689655,-5.405405405,20,bendiocarb,1,39,0,10,37,5,1,3,5,,,,,,,
11,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,69.81132075,-10.41666667,-17.77777778,25,bendiocarb,1.25,53,0,20,45,16,4,5,16,,,,,,,
12,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,50,36.36363636,15.38461538,32.14285714,bendiocarb,1.5,56,0,12,52,28,9,14,22,,,,,,,
13,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,61.36363636,26.05042017,19.88795518,27.77017784,bendiocarb,1.75,44,1,16,42,17,5,9,13,,,,,,,
14,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,73.80952381,47.3354232,17.44471744,27.27272727,bendiocarb,2,42,0,13,37,11,3,7,8,,,,,,,
15,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,57.2815534,7.682458387,1.832844575,27.27272727,bendiocarb,2.25,103,0,32,93,44,12,16,39,,,,,,,
16,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,48.21428571,59.77011494,10.34482759,13.79310345,bendiocarb,2.5,56,0,8,56,29,4,19,26,,,,,,,
17,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,42.30769231,17.66666667,-15.55555556,6.666666667,bendiocarb,2.75,52,0,12,45,30,2,11,30,,,,,,,
18,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,72.99270073,-8.371786421,-8.463008463,18.91891892,bendiocarb,3,137,0,55,99,37,7,13,29,,,,,,,
19,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,80.70175439,58.54545455,17.09090909,36.36363636,bendiocarb,3.25,57,0,7,50,11,4,7,8,,,,,,,
20,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,64.95726496,22.172949,1.419068736,6.518082422,bendiocarb,3.5,117,1,18,110,41,3,14,38,,,,,,,
21,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,55,28.10457516,3.133903134,11.11111111,bendiocarb,3.75,40,0,6,39,18,2,7,17,,,,,,,
22,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,77.27272727,30.52631579,0,0,bendiocarb,4,22,0,3,22,5,0,2,5,,,,,,,
23,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,51.85185185,1.098901099,7.692307692,7.692307692,bendiocarb,4.25,27,0,6,27,13,1,3,12,,,,,,,
24,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,61.29032258,32.60869565,0,0,bendiocarb,4.5,31,0,8,31,12,0,6,12,,,,,,,
25,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,60.86956522,-33.33333333,0,5.555555556,bendiocarb,4.75,46,0,23,46,18,1,6,18,,,,,,,
26,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,67.34693878,-2.083333333,0,4.296875,bendiocarb,5,49,1,19,49,16,1,6,16,,,,,,,
27,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,75,12.5,0,5.882352941,bendiocarb,5.25,52,1,20,52,13,1,6,13,,,,,,,
28,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,70.90909091,-10.49107143,0,4.513888889,bendiocarb,5.5,55,1,27,55,16,1,7,16,,,,,,,
29,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,61.81818182,21.42857143,0,2.998236332,bendiocarb,5.75,55,1,25,55,21,1,12,21,,,,,,,
30,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,53.57142857,18.30238727,-1.818181818,2.097902098,bendiocarb,6,56,1,27,55,26,1,15,26,,,,,,,
31,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,62.71186441,40.4040404,-1.724137931,-1.724137931,bendiocarb,6.25,59,1,23,58,22,0,14,22,,,,,,,
32,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,59.25925926,40.49586777,-1.886792453,-1.886792453,bendiocarb,6.5,54,1,21,53,22,0,14,22,,,,,,,
33,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,50,3.703703704,-2.040816327,0,bendiocarb,6.75,50,0,23,49,25,0,12,25,,,,,,,
34,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,64.78873239,19.73913043,-1.428571429,0,bendiocarb,7,71,0,25,70,25,0,12,25,,,,,,,
35,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,66.66666667,32.65306122,2.816901408,0,bendiocarb,7.25,72,0,23,71,24,0,13,23,,,,,,,
36,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,72.72727273,-6.666666667,3.0651341,0,bendiocarb,7.5,88,0,33,87,24,0,8,23,,,,,,,
37,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,77.31958763,-4.978354978,4.545454545,0,bendiocarb,7.75,97,0,34,97,22,0,7,21,,,,,,,
38,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,79.27927928,-2.956521739,4.347826087,0,bendiocarb,8,111,0,36,111,23,0,7,22,,,,,,,
39,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,78.46153846,14.72303207,2.064732143,0,bendiocarb,8.25,130,0,32,128,28,0,10,27,,,,,,,
40,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,77.6,16.60125589,2.003484321,0,bendiocarb,8.5,125,0,34,123,28,0,11,27,,,,,,,
41,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,73.14814815,15.14622436,1.626545218,0,bendiocarb,8.75,108,0,29,106,29,0,11,28,,,,,,,
42,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,79.83870968,13.95918367,-1.639344262,0,bendiocarb,9,124,0,26,122,25,0,8,25,,,,,,,
43,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,83.05084746,29.9009901,-2.608695652,0,bendiocarb,9.25,118,0,17,115,20,0,8,20,,,,,,,
44,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,81.81818182,6.382978723,-2.542372881,0,bendiocarb,9.5,121,0,27,118,22,0,6,22,,,,,,,
45,UNPUBLISHED_Data_Corbel,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,concrete,75,23.80952381,-2.857142857,0,bendiocarb,9.75,108,0,24,105,27,0,11,27,,,,,,,
46,Rowland2013,Anophelesgambiae,bendiocarb,0.4,WestAfrica,Benin,cement,41.30434783,12.51251251,0.127713921,27.25759467,bendiocarb,1,736,24,440,696,432,128,280,408,0.6781065,0.2252751,0.07608696,0.4291465,0.3013621,0.6781065,0.020531401
47,Rowland2013,Anophelesgambiae,bendiocarb,1.4,WestAfrica,Benin,cement,16.90140845,23.68747416,-0.872382851,22.90783898,bendiocarb,2,568,56,240,544,472,144,264,456,0.6049379,0.3203426,0.03389831,0.204106,0.3542409,0.6049379,0.040821198
48,Rowland2013,Anophelesgambiae,bendiocarb,2.4,WestAfrica,Benin,cement,42.02898551,24.17582418,3.602941176,21.59090909,bendiocarb,3,1104,48,376,1088,640,160,320,608,0.7195211,0.2360043,0.0375,0.4365036,0.2735043,0.7195211,0.006974638
49,Rowland2013,Anophelesgambiae,bendiocarb,3.4,WestAfrica,Benin,cement,64.94845361,19.20874545,-11.71155209,12.59775587,bendiocarb,4,1552,168,648,1328,544,120,288,520,0.6654657,0.2066538,0.08353548,0.6651759,0.2901892,0.6654657,0.044345058
50,Rowland2013,Anophelesgambiae,bendiocarb,4.4,WestAfrica,Benin,cement,31.90184049,11.24641125,4.448969517,15.80780781,bendiocarb,5,1304,104,576,1168,888,200,448,760,0.6290846,0.1847661,0.06831371,0.3278063,0.2530798,0.6290846,0.117835627
51,Rowland2013,Anophelesgambiae,bendiocarb,5.4,WestAfrica,Benin,cement,52.84552846,-7.617086979,-20.85650723,12.31763926,bendiocarb,6,984,152,448,744,464,120,192,424,0.5419023,0.2823197,0.05649005,0.6122792,0.3388098,0.5419023,0.119287917
52,Rowland2013,Anophelesgambiae,bendiocarb,6.4,WestAfrica,Benin,cement,55.81395349,-4.671052632,-2.870813397,-4.14531905,bendiocarb,7,1032,128,392,968,456,40,160,440,0.7724022,0.1476304,0.0500476,0.5684755,0.197678,0.7724022,0.029919761
53,Rowland2013,Anophelesgambiae,bendiocarb,7.4,WestAfrica,Benin,cement,62.85714286,38.81118881,-9.375,4.977375566,bendiocarb,8,280,8,104,256,104,8,64,104,0.843956,0.0989011,0,0.6857143,0.0989011,0.843956,0.057142857
54,Rowland2013,Anophelesgambiae,bendiocarb,8.4,WestAfrica,Benin,cement,51.68539326,-43.61651637,-5.952380952,-6.363049096,bendiocarb,9,712,136,320,672,344,48,72,344,0.6864385,0.2798537,0.02247191,0.5280899,0.3023256,0.6864385,0.011235955
55,Rowland2013,Anophelesgambiae,bendiocarb,9.4,WestAfrica,Benin,cement,63.23529412,25.33333333,-7.936507937,12.57142857,bendiocarb,10,544,96,136,504,200,56,88,200,0.5717647,0.3841176,0.01470588,0.6617647,0.3988235,0.5717647,0.029411765
56,Rowland2013,Anophelesgambiae,bendiocarb,10.4,WestAfrica,Benin,cement,57.14285714,30,-16.66666667,19.39393939,bendiocarb,11,504,64,184,368,216,64,120,184,0.5989505,0.1717726,0.18871252,0.638448,0.3604851,0.5989505,0.040564374
57,Rowland2013,Anophelesgambiae,bendiocarb,11.4,WestAfrica,Benin,cement,49.58677686,-10.56167697,-11.45979703,11.44613583,bendiocarb,12,968,72,480,840,488,88,216,472,0.6421006,0.1972166,0.01598699,0.5915188,0.2132036,0.6421006,0.144695841
58,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,27.32240437,51.43741707,84.71177945,43.71155161,bendiocarb,1.3,183,7,132,9,133,61,115,1,0.247257488,0,0.141871071,0.853280743,0.141871071,0.247257488,0.610871441
59,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-7.608695652,-98.24915825,-132.3232323,21.11815833,bendiocarb,1.333333333,92,6,77,2,99,26,67,5,0.131275424,0.005527386,0.149538867,0.645256917,0.155066253,0.131275424,0.713658322
60,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,60.82474227,-288.9724311,-104.2105263,30.89560919,bendiocarb,1.366666667,194,13,173,5,76,27,44,4,0.091401141,0.003756211,0.23385784,1.146025502,0.237614052,0.091401141,0.670984807
61,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,22.48062016,-1.05,44.71428571,65.88429752,bendiocarb,1.4,129,8,69,7,100,68,53,3,0.278372093,0,0.399069767,0.454186047,0.399069767,0.278372093,0.32255814
62,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,20.87912088,35.40123457,68.40277778,31.94444444,bendiocarb,1.433333333,91,13,46,8,72,30,49,2,0.357901743,0.00504087,0.282967033,0.522283272,0.288007903,0.357901743,0.354090354
63,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,28.84615385,15.67567568,15.67567568,14.38334887,bendiocarb,1.533333333,104,17,74,15,74,21,56,9,0.266233424,0.012352854,0.198154886,0.757406445,0.21050774,0.266233424,0.523258836
64,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,34.375,43.56261023,49.20634921,12.21532091,bendiocarb,1.566666667,96,4,69,9,63,10,53,3,0.283131771,0.004566641,0.031746032,0.992063492,0.036312673,0.283131771,0.680555556
65,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-103.7037037,29.87012987,-14.54545455,40.52447552,bendiocarb,1.6,54,2,40,6,110,47,90,14,0.215763698,0.008142026,0.122895623,-0.260606061,0.131037649,0.215763698,0.653198653
66,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-178.0821918,-10.64797272,-36.65024631,33.98279538,bendiocarb,1.633333333,73,6,60,5,203,80,163,19,0.149832943,0.00456344,0.184560362,-0.902625008,0.189123802,0.149832943,0.661043255
67,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-25,-44,55.55555556,23.96039604,bendiocarb,1.666666667,120,19,95,9,150,54,105,5,0.228466667,0.001533333,0.203666667,0.336333333,0.2052,0.228466667,0.566333333
68,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-77.45098039,-65.03551697,-52.95974743,21.33977901,bendiocarb,1.766666667,102,6,88,7,181,47,140,19,0.125989115,0.0014077,0.108222294,0.045498863,0.109629994,0.125989115,0.76438089
69,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-33.72093023,-72.57525084,-28.19875776,9.048178613,bendiocarb,1.8,86,12,73,7,115,25,85,12,0.145939245,0.003909087,0.135490394,0.380384226,0.139399481,0.145939245,0.714661274
70,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-33.65384615,9.428246876,62.58992806,22.97926365,bendiocarb,1.833333333,104,2,85,12,139,34,116,6,0.20699478,0.001499962,0.023865523,0.435943553,0.025365485,0.20699478,0.767639734
71,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-33.33333333,-108.6956522,32.5,26.19047619,bendiocarb,1.866666667,138,12,115,30,184,60,120,27,0.224677064,0.019258034,0.111137366,0.295289855,0.1303954,0.224677064,0.644927536
72,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-147.1698113,70.0310998,42.20283533,2.001696353,bendiocarb,1.9,53,8,26,7,131,22,111,10,0.468097364,0,0.115656056,-1.026213452,0.115656056,0.468097364,0.416246579
73,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,0,-32.43243243,-16.66666667,20.90909091,bendiocarb,2,140,30,103,12,140,53,91,14,0.190010569,0.02606086,0.267653061,0.487704082,0.293713921,0.190010569,0.51627551
74,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,26.875,49.61763383,73.31665624,25.59074912,bendiocarb,2.033333333,160,24,103,41,117,43,96,8,0.371474359,0.006089744,0.13525641,0.749038462,0.141346154,0.371474359,0.487179487
75,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-70.24793388,-4.049930652,-1.45631068,17.31077387,bendiocarb,2.066666667,121,18,86,11,206,61,144,19,0.247327818,0.003655091,0.232287571,-0.110727754,0.235942662,0.247327818,0.516729519
76,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,bendiocarb,,Ifakara,Tanzania,Ifakara_huts,-20.63492063,11.81410974,-29.52302632,40.20707506,bendiocarb,2.1,126,4,79,16,152,64,102,25,0.353474146,0.01202293,0.087719298,0.343567251,0.099742228,0.353474146,0.546783626
