,Study,Mosquito,Insecticide,concn,Hut,location,wall_type,Deterrency,Induced_Exophily,Bloodfeeding_inhibition,Insecticide_induced_mortality,insecticide,Months_since_IRS,lp0,time,Ntotalfemalemosq_C,Ntotaldied_C,Nexittraps_C,Nbloodfed_C,Ntotalfemalemosq_IRS,Ntotaldied_IRS,Nexittraps_IRS,Nbloodfed_IRS,P_fed_and_alive,P_fed_and_dead,P_unfed_and_dead,P_unfed_and_alive,P_killed,P_bloodfed,P_other,GROUP
232,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,-19.97918835,33.46333667,16.75549265,18.3491127,lambdacyalothrin,9,0.659517426,12,961,126,490,807,1153,335,777,806,88,NA,NA,NA,,0.285591,0.290546401,13
233,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,23.09278351,48.92563942,7.557582043,45.58928699,lambdacyalothrin,1.5,0.556300268,0,970,179,359,685,746,415,506,487,89,NA,NA,NA,,0.894707,0.556300268,14
234,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,7.73993808,43.21094531,-8.389261745,15.09866973,lambdacyalothrin,4.5,0.556300268,6,646,143,270,441,596,202,399,441,90,NA,NA,NA,,0.702051,0.338926174,14
235,Tchicaya2014,Anophelesgambiae,lambdacyhalothrin10%CS,0.025,,,,4.052780396,45.97085242,10.85945275,8.736524935,lambdacyalothrin,9,0.556300268,12,1061,96,463,843,1018,173,708,721,91,NA,NA,NA,,0.285591,0.169941061,14
189,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,1.265822785,96.38278388,-29.71210076,6.50887574,alphacypermethrin,0.25,0.076923077,0,316,4,92,228,312,24,304,292,0.7632075,0.0423751,0.03846154,0.1678027,0.08083664,0.7632075,0.15595586,15
190,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-55.31914894,100,-130.4253785,-2.173913043,alphacypermethrin,0.5,0.076923077,0.5,188,4,76,76,292,0,292,272,0.6342174,0,0.01981929,-0.2378315,0.01981929,0.6342174,0.34596328,15
191,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-7.894736842,100,-60.97560976,-5.555555556,alphacypermethrin,0.75,0.076923077,0.75,152,8,76,76,164,0,164,132,0.487163,0.021181,0.021181,0.21181,0.042362,0.487163,0.47047497,15
192,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-94.73684211,96.33204633,-21.04247104,10.81081081,alphacypermethrin,1,0.076923077,1,76,0,20,56,148,16,144,132,0.6698704,0.08119642,0,-0.7041252,0.08119642,0.6698704,0.24893314,15
193,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-51.85185185,100,-28.24133504,-9.756097561,alphacypermethrin,1.25,0.076923077,1.25,108,12,24,76,164,4,164,148,0.717386,0.08478199,0.03342367,-0.401084,0.11820565,0.717386,0.16440831,15
194,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,21.73913043,100,-76.92307692,0,alphacypermethrin,1.5,0.076923077,1.5,92,0,28,52,72,0,72,72,0.826087,0,0,0.3913043,0,0.826087,0.17391304,15
195,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,18.96551724,97.3172988,-26.08695652,-4.41898527,alphacypermethrin,1.75,0.076923077,1.75,232,24,48,184,188,12,184,188,0.7747616,0.10454879,0.05172414,0.2586207,0.15627293,0.7747616,0.06896552,15
196,Ngufor_2016,Anophelesgambiae,alphacypermethrin,,WestAfrica,Benin,cement,-147.3684211,100,-32.82674772,-13.69680851,alphacypermethrin,2,0.076923077,2,76,12,16,56,188,8,188,184,0.5918372,0.18083915,0,-1.2362822,0.18083915,0.5918372,0.22732363,15
55,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,36.06557377,57.06385118,82.62108262,16.46270396,deltamethrin,1.3,0.196581197,0,183,7,132,9,117,23,103,1,,,,,,,,30
56,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-9.782608696,33.20132013,100,14.20676951,deltamethrin,1.333333333,0.196581197,1.333333333,92,6,77,2,101,20,90,0,,,,,,,,30
57,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,52.06185567,-118.5355863,-66.88172043,20.47763322,deltamethrin,1.366666667,0.196581197,1.366666667,194,13,173,5,93,24,71,4,,,,,,,,30
58,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,31.78294574,2.272727273,37.17532468,29.73328325,deltamethrin,1.4,0.196581197,1.4,129,8,69,7,88,30,48,3,,,,,,,,30
59,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-14.28571429,43.61111111,89.0625,15.86538462,deltamethrin,1.433333333,0.196581197,1.433333333,91,13,46,8,104,29,75,1,,,,,,,,30
60,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-14.42307692,21.34453782,12.60504202,-6.481213175,deltamethrin,1.533333333,0.196581197,1.533333333,104,17,74,15,119,13,92,15,,,,,,,,30
61,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,37.5,40.74074074,64.44444444,23.47826087,deltamethrin,1.566666667,0.196581197,1.566666667,96,4,69,9,60,16,50,2,,,,,,,,30
62,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,7.407407407,-8,100,33.53846154,deltamethrin,1.6,0.196581197,1.6,54,2,40,6,50,18,36,0,,,,,,,,30
63,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-46.57534247,21.27965492,18.13084112,12.42851165,deltamethrin,1.633333333,0.196581197,1.633333333,73,6,60,5,107,21,92,6,,,,,,,,30
64,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,0.833333333,-12.94117647,66.38655462,23.12172394,deltamethrin,1.666666667,0.196581197,1.666666667,120,19,95,9,119,42,91,3,,,,,,,,30
65,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,55.88235294,-110.4761905,-94.28571429,33.88888889,deltamethrin,1.766666667,0.196581197,1.766666667,102,6,88,7,45,17,32,6,,,,,,,,30
66,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-44.18604651,-6.699751861,-28.80184332,10.96338274,deltamethrin,1.8,0.196581197,1.8,86,12,73,7,124,29,104,13,,,,,,,,30
67,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-3.846153846,3.703703704,11.72839506,25.41757444,deltamethrin,1.833333333,0.196581197,1.833333333,104,2,85,12,108,29,89,11,,,,,,,,30
68,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,36.23188406,-77.27272727,63.40909091,16.61255411,deltamethrin,1.866666667,0.196581197,1.866666667,138,12,115,30,88,21,62,7,,,,,,,,30
69,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-105.6603774,62.1814475,30.53735256,18.96024465,deltamethrin,1.9,0.196581197,1.9,53,8,26,7,109,34,88,10,,,,,,,,30
70,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,7.857142857,23.73769118,-35.65891473,-0.634249471,deltamethrin,2,0.196581197,2,140,30,103,12,129,27,103,15,,,,,,,,30
71,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,32.5,32.42365172,56.6395664,20.47930283,deltamethrin,2.033333333,0.196581197,2.033333333,160,24,103,41,108,35,82,12,,,,,,,,30
72,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-33.05785124,39.8757764,31.67701863,7.33281071,deltamethrin,2.066666667,0.196581197,2.066666667,121,18,86,11,161,34,133,10,,,,,,,,30
73,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-34.92063492,19.57446809,2.720588235,27.70491803,deltamethrin,2.1,0.196581197,2.1,126,4,79,16,170,51,119,21,,,,,,,,30
74,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-31.25,10.80139373,30.15873016,0.366300366,deltamethrin,2.133333333,0.196581197,2.133333333,112,21,71,24,147,28,99,22,,,,,,,,30
75,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-30.07518797,50.92854507,31.99199644,30.99085158,deltamethrin,2.233333333,0.196581197,2.233333333,133,6,86,26,173,59,143,23,,,,,,,,30
76,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,16.03053435,-8.26446281,11.97628458,9.847068819,deltamethrin,2.266666667,0.196581197,2.266666667,131,24,98,23,110,29,80,17,,,,,,,,30
77,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,34.58646617,-1.915708812,-32.02716823,9.934955003,deltamethrin,2.3,0.196581197,2.3,133,4,88,22,87,11,57,19,,,,,,,,30
78,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,8.823529412,-64.51612903,-68.17204301,6.258615936,deltamethrin,2.333333333,0.196581197,2.333333333,136,19,98,15,124,24,67,23,,,,,,,,30
79,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-77.65957447,30.84687767,51.38813283,12.4417831,deltamethrin,2.366666667,0.196581197,2.366666667,94,13,59,22,167,41,124,19,,,,,,,,30
80,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-17.20430108,13.15530799,12.37292338,-12.4163154,deltamethrin,2.466666667,0.196581197,2.466666667,186,38,130,37,218,23,161,38,,,,,,,,30
81,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,7.792207792,-41.58841941,53.9084507,0.725893824,deltamethrin,2.5,0.196581197,2.5,154,24,118,40,142,23,95,17,,,,,,,,30
82,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,13.33333333,-47.43589744,-46.85314685,18.15742397,deltamethrin,2.533333333,0.196581197,2.533333333,90,4,72,11,78,17,55,14,,,,,,,,30
83,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-13.63636364,40.54054054,58.2,15.2195122,deltamethrin,2.566666667,0.196581197,2.566666667,88,6,51,40,100,21,75,19,,,,,,,,30
84,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,14.75409836,29.61538462,55.61330561,27.66025641,deltamethrin,2.6,0.196581197,2.6,122,2,72,37,104,30,74,14,,,,,,,,30
85,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,0,-17.5,15.78947368,21.3592233,deltamethrin,2.7,0.196581197,2.7,108,5,68,38,108,27,61,32,,,,,,,,30
86,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-59.75609756,43.36604871,57.65603952,27.77451556,deltamethrin,2.733333333,0.196581197,2.733333333,82,4,40,34,131,41,93,23,,,,,,,,30
87,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,27.48091603,4.786967419,-37.89473684,34.23481781,deltamethrin,2.766666667,0.196581197,2.766666667,131,1,89,31,95,33,66,31,,,,,,,,30
88,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-32.92682927,17.71788991,58.96580484,19.05702009,deltamethrin,2.8,0.196581197,2.8,82,3,50,33,109,24,74,18,,,,,,,,30
89,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-79.74683544,53.90342052,66.61971831,21.18544601,deltamethrin,2.833333333,0.196581197,2.833333333,79,7,44,25,142,40,113,15,,,,,,,,30
90,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-14.56953642,37.65483072,37.65483072,20.41822509,deltamethrin,2.933333333,0.196581197,2.933333333,151,15,88,49,173,49,128,35,,,,,,,,30
91,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,1.470588235,45.35017222,72.08955224,44.36705362,deltamethrin,2.966666667,0.196581197,2.966666667,136,1,97,40,134,60,113,11,,,,,,,,30
92,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-4.21686747,-9.420951222,64.89496687,11.08285164,deltamethrin,3,0.196581197,3,166,16,109,41,173,34,108,15,,,,,,,,30
93,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,28.03030303,43.39181287,52.30164965,18.76923077,deltamethrin,3.033333333,0.196581197,3.033333333,132,2,78,67,95,19,73,23,,,,,,,,30
94,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-32.75862069,-26.21972622,68.36363636,19.0957191,deltamethrin,3.066666667,0.196581197,3.066666667,116,8,79,50,154,38,92,21,,,,,,,,30
95,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-2.752293578,43.76984127,55.97363946,20.80707283,deltamethrin,3.166666667,0.196581197,3.166666667,109,7,64,42,112,29,86,19,,,,,,,,30
96,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-69.01408451,19.53333333,42.94642857,12.17447917,deltamethrin,3.2,0.196581197,3.2,71,7,46,28,120,25,86,27,,,,,,,,30
97,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-1.612903226,1.587301587,40.95238095,21.60344364,deltamethrin,3.233333333,0.196581197,3.233333333,62,3,49,20,63,16,50,12,,,,,,,,30
98,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,10.84337349,-66.16616617,51.93050193,22.23423423,deltamethrin,3.266666667,0.196581197,3.266666667,83,8,56,35,74,22,34,15,,,,,,,,30
99,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-22.72727273,42.96296296,33.33333333,22.46117085,deltamethrin,3.3,0.196581197,3.3,66,4,46,22,81,22,67,18,,,,,,,,30
100,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-67.5,63.26061998,34.32835821,34.17527746,deltamethrin,3.4,0.196581197,3.4,40,1,27,10,67,24,59,11,,,,,,,,30
101,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-19.48051948,12.11956522,-10.12585812,15.1733255,deltamethrin,3.433333333,0.196581197,3.433333333,77,3,57,19,92,17,71,25,,,,,,,,30
102,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,8.196721311,-8.928571429,19.73684211,21.12068966,deltamethrin,3.466666667,0.196581197,3.466666667,61,3,38,19,56,14,33,14,,,,,,,,30
103,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-5.333333333,44.62025316,47.62112615,27.7946158,deltamethrin,3.5,0.196581197,3.5,75,4,39,29,79,25,58,16,,,,,,,,30
104,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,22.80701754,62.98701299,76.44628099,8.140495868,deltamethrin,3.533333333,0.196581197,3.533333333,57,2,29,33,44,5,36,6,,,,,,,,30
105,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-73.68421053,-61.21212121,31.62878788,20.40998217,deltamethrin,3.633333333,0.196581197,3.633333333,38,4,33,16,66,19,52,19,,,,,,,,30
106,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-13.43283582,38.67276888,59.06954887,18.62348178,deltamethrin,3.666666667,0.196581197,3.666666667,67,2,44,28,76,16,60,13,,,,,,,,30
107,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,8,52.44565217,95.27410208,39.87049029,deltamethrin,3.7,0.196581197,3.7,50,3,34,23,46,20,39,1,,,,,,,,30
108,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,10.52631579,-72.72727273,14.02714932,34.80392157,deltamethrin,3.733333333,0.196581197,3.733333333,38,2,27,13,34,13,17,10,,,,,,,,30
109,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-31.25,14.28571429,,36,deltamethrin,3.766666667,0.196581197,3.766666667,32,7,16,0,42,21,24,9,,,,,,,,30
110,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-73.25581395,-42.7764041,44.14375406,7.651006711,deltamethrin,3.866666667,0.196581197,3.866666667,86,6,67,31,149,21,102,30,,,,,,,,30
111,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,12.19512195,15.5651341,33.73737374,16.15541922,deltamethrin,3.9,0.196581197,3.9,164,1,106,55,144,24,101,32,,,,,,,,30
112,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-57.98319328,3.546099291,52.52659574,21.71052632,deltamethrin,3.933333333,0.196581197,3.933333333,119,5,77,64,188,47,124,48,,,,,,,,30
113,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,30.53892216,-13.88317036,-14.38356164,15.57577693,deltamethrin,3.966666667,0.196581197,3.966666667,167,5,100,73,116,21,63,58,,,,,,,,30
114,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-34.40860215,12.47058824,31.63243243,12.91818182,deltamethrin,4,0.196581197,4,93,5,59,37,125,22,85,34,,,,,,,,30
115,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-9.230769231,32.07632894,60.76458753,25.09603073,deltamethrin,4.1,0.196581197,4.1,65,10,34,35,71,26,48,15,,,,,,,,30
116,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-66.10169492,32.27040816,73.24263039,21.18738404,deltamethrin,4.133333333,0.196581197,4.133333333,59,4,43,27,98,26,80,12,,,,,,,,30
117,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-81.57894737,18.92109501,63.28502415,11.57379057,deltamethrin,4.166666667,0.196581197,4.166666667,76,5,40,39,138,24,85,26,,,,,,,,30
118,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-41.9047619,-34.7216739,26.76667983,20.98840757,deltamethrin,4.2,0.196581197,4.2,105,6,71,51,149,38,84,53,,,,,,,,30
119,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-53.76344086,24.95965573,17.38801739,28.62016033,deltamethrin,4.233333333,0.196581197,4.233333333,93,11,54,37,143,53,98,47,,,,,,,,30
120,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-6.097560976,9.237973606,67.86833856,12.11556384,deltamethrin,4.333333333,0.196581197,4.333333333,82,8,55,44,87,18,61,15,,,,,,,,30
121,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,3.96039604,-22.71723122,42.73195876,21.63885641,deltamethrin,4.366666667,0.196581197,4.366666667,101,4,73,40,97,24,64,22,,,,,,,,30
122,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-37.5,40.74074074,52.94117647,24.72089314,deltamethrin,4.4,0.196581197,4.4,64,7,37,34,88,29,66,22,,,,,,,,30
123,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,34.14634146,22.12725546,18.44993141,17.91791792,deltamethrin,4.433333333,0.196581197,4.433333333,82,8,43,54,54,14,34,29,,,,,,,,30
124,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,26.98412698,27.7173913,22.96195652,21.07590273,deltamethrin,4.466666667,0.196581197,4.466666667,63,4,27,32,46,12,27,18,,,,,,,,30
125,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-32.78688525,21.79487179,62.34567901,31.29737925,deltamethrin,4.6,0.196581197,4.6,61,4,35,18,81,29,54,9,,,,,,,,30
126,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-21.05263158,9.598031173,19.11231884,37.86071566,deltamethrin,4.633333333,0.196581197,4.633333333,114,1,61,48,138,53,80,47,,,,,,,,30
127,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-81.59509202,-6.414353543,18.12322191,12.72310046,deltamethrin,4.666666667,0.196581197,4.666666667,163,4,89,76,296,44,153,113,,,,,,,,30
128,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,3.125,-87.68328446,-7.779886148,13.07300509,deltamethrin,4.7,0.196581197,4.7,160,8,116,68,155,27,75,71,,,,,,,,30
129,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-38.85350318,28.99599431,-25.14663859,23.27456977,deltamethrin,4.733333333,0.196581197,4.733333333,157,4,86,61,218,55,148,106,,,,,,,,30
130,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,-63.71681416,-8.588588589,-47.61261261,14.26233573,deltamethrin,4.8,0.196581197,4.8,113,4,77,36,185,32,121,87,,,,,,,,30
131,UNPUBLISHED_Sarah_Moore,Anopheles_arabiensis,deltamethrin,,Ifakara,Tanzania,Ifakara_huts,12.09677419,-2.822865208,-7.322139519,12.0499576,deltamethrin,4.833333333,0.196581197,4.833333333,124,5,72,53,109,17,62,50,,,,,,,,30
